group_1,group_2,group_1_mean,group_2_mean,mean_difference_group1_minus_group2,percent_difference_vs_group2,group_1_median,group_2_median
old_before_1396,new_1396_or_after,104.4229,122.9049,-18.482,-15.0376,88.0,108.0
